Interval Data Recording,
,,,,,
Sequence #,Timestamp,A1 kWh,A2 kWh,A3 kWh,A System kWh
67536,2038/01/06 02:01:37 AM,40267.04,36599.29,37934.83,114801.16
67537,2038/01/06 02:16:38 AM,40267.11,36599.36,37934.88,114801.35
67538,2038/01/06 02:31:38 AM,40267.18,36599.41,37934.93,114801.53
67539,2038/01/06 02:46:39 AM,40267.24,36599.47,37934.99,114801.70
67540,2038/01/06 03:01:39 AM,40267.30,36599.53,37935.04,114801.87
67541,2038/01/06 03:16:40 AM,40267.37,36599.59,37935.10,114802.05
67542,2038/01/06 03:31:40 AM,40267.43,36599.65,37935.15,114802.23
67543,2038/01/06 03:46:41 AM,40267.49,36599.71,37935.21,114802.41
67544,2038/01/06 04:01:41 AM,40267.55,36599.77,37935.26,114802.58
67545,2038/01/06 04:16:42 AM,40267.62,36599.82,37935.32,114802.77
67546,2038/01/06 04:31:42 AM,40267.68,36599.88,37935.37,114802.94
67547,2038/01/06 04:46:43 AM,40267.75,36599.94,37935.43,114803.11
67548,2038/01/06 05:01:43 AM,40267.81,36600.00,37935.48,114803.30
67549,2038/01/06 05:16:44 AM,40267.87,36600.06,37935.54,114803.47
67550,2038/01/06 05:31:44 AM,40267.94,36600.12,37935.59,114803.64
67551,2038/01/06 05:46:45 AM,40268.00,36600.18,37935.64,114803.81
67552,2038/01/06 06:01:45 AM,40268.06,36600.23,37935.70,114803.99
67553,2038/01/06 06:16:46 AM,40268.12,36600.29,37935.75,114804.17
67554,2038/01/06 06:31:46 AM,40268.19,36600.35,37935.80,114804.34
67555,2038/01/06 06:46:47 AM,40268.25,36600.41,37935.86,114804.52
67556,2038/01/06 07:01:47 AM,40268.32,36600.46,37935.91,114804.69
67557,2038/01/06 07:16:48 AM,40268.38,36600.52,37935.96,114804.87
67558,2038/01/06 07:31:48 AM,40268.44,36600.58,37936.02,114805.04
67559,2038/01/06 07:46:49 AM,40268.50,36600.64,37936.07,114805.21
67560,2038/01/06 08:01:49 AM,40268.57,36600.70,37936.12,114805.39
67561,2038/01/06 08:16:49 AM,40268.63,36600.75,37936.18,114805.56
67562,2038/01/06 08:31:50 AM,40268.70,36600.81,37936.23,114805.73
67563,2038/01/06 08:46:50 AM,40268.76,36600.87,37936.29,114805.91
67564,2038/01/06 09:01:51 AM,40268.82,36600.93,37936.34,114806.09
67565,2038/01/06 09:16:51 AM,40268.88,36600.98,37936.39,114806.26
67566,2038/01/06 09:31:52 AM,40268.95,36601.04,37936.45,114806.43
67567,2038/01/06 09:46:52 AM,40269.01,36601.10,37936.50,114806.61
67568,2038/01/06 10:01:53 AM,40269.07,36601.16,37936.55,114806.79
67569,2038/01/06 10:16:53 AM,40269.13,36601.22,37936.61,114806.96
67570,2038/01/06 10:31:54 AM,40269.19,36601.27,37936.66,114807.13
67571,2038/01/06 10:46:54 AM,40269.26,36601.33,37936.72,114807.31
67572,2038/01/06 11:01:55 AM,40269.32,36601.39,37936.77,114807.48
67573,2038/01/06 11:16:55 AM,40269.38,36601.45,37936.83,114807.66
67574,2038/01/06 11:31:56 AM,40269.45,36601.50,37936.88,114807.84
67575,2038/01/06 11:46:56 AM,40269.51,36601.56,37936.94,114808.01
67576,2038/01/06 12:01:57 PM,40269.57,36601.62,37936.99,114808.18
67577,2038/01/06 12:16:57 PM,40269.63,36601.68,37937.05,114808.36
67578,2038/01/06 12:31:58 PM,40269.70,36601.73,37937.10,114808.53
67579,2038/01/06 12:46:58 PM,40269.75,36601.79,37937.16,114808.70
67580,2038/01/06 01:01:59 PM,40269.82,36601.85,37937.21,114808.89
67581,2038/01/06 01:16:59 PM,40269.88,36601.91,37937.27,114809.06
67582,2038/01/06 01:32:00 PM,40269.94,36601.97,37937.32,114809.23
67583,2038/01/06 01:47:00 PM,40270.00,36602.03,37937.38,114809.41
67584,2038/01/06 02:02:00 PM,40270.06,36602.09,37937.43,114809.59
67585,2038/01/06 02:17:01 PM,40270.12,36602.15,37937.49,114809.77
67586,2038/01/06 02:32:01 PM,40270.18,36602.21,37937.54,114809.94
67587,2038/01/06 02:47:02 PM,40270.24,36602.27,37937.60,114810.11
67588,2038/01/06 03:02:02 PM,40270.30,36602.33,37937.65,114810.30
67589,2038/01/06 03:17:03 PM,40270.37,36602.39,37937.71,114810.48
67590,2038/01/06 03:32:03 PM,40270.43,36602.45,37937.77,114810.65
67591,2038/01/06 03:47:04 PM,40270.50,36602.51,37937.82,114810.82
67592,2038/01/06 04:02:04 PM,40270.56,36602.57,37937.87,114811.00
67593,2038/01/06 04:17:05 PM,40270.62,36602.62,37937.93,114811.18
67594,2038/01/06 04:32:05 PM,40270.68,36602.68,37937.99,114811.36
67595,2038/01/06 04:47:06 PM,40270.75,36602.74,37938.04,114811.53
67596,2038/01/06 05:02:06 PM,40270.81,36602.80,37938.10,114811.70
67597,2038/01/06 05:17:07 PM,40270.87,36602.86,37938.15,114811.89
67598,2038/01/06 05:32:07 PM,40270.94,36602.91,37938.21,114812.06
67599,2038/01/06 05:47:08 PM,40271.00,36602.97,37938.27,114812.23
67600,2038/01/06 06:02:08 PM,40271.07,36603.03,37938.32,114812.41
67601,2038/01/06 06:17:09 PM,40271.13,36603.09,37938.37,114812.59
67602,2038/01/06 06:32:09 PM,40271.19,36603.15,37938.43,114812.77
67603,2038/01/06 06:47:10 PM,40271.26,36603.21,37938.49,114812.95
67604,2038/01/06 07:02:10 PM,40271.32,36603.27,37938.54,114813.12
67605,2038/01/06 07:17:11 PM,40271.38,36603.32,37938.60,114813.30
67606,2038/01/06 07:32:11 PM,40271.45,36603.38,37938.66,114813.48
67607,2038/01/06 07:47:12 PM,40271.51,36603.44,37938.71,114813.66
67608,2038/01/06 08:02:12 PM,40271.57,36603.50,37938.77,114813.84
67609,2038/01/06 08:17:12 PM,40271.64,36603.56,37938.82,114814.02
67610,2038/01/06 08:32:13 PM,40271.70,36603.62,37938.87,114814.20
67611,2038/01/06 08:47:13 PM,40271.77,36603.68,37938.93,114814.37
67612,2038/01/06 09:02:14 PM,40271.83,36603.73,37938.99,114814.55
67613,2038/01/06 09:17:14 PM,40271.89,36603.79,37939.04,114814.73
67614,2038/01/06 09:32:15 PM,40271.96,36603.85,37939.10,114814.91
67615,2038/01/06 09:47:15 PM,40272.02,36603.91,37939.16,114815.09
67616,2038/01/06 10:02:16 PM,40272.09,36603.96,37939.21,114815.26
67617,2038/01/06 10:17:16 PM,40272.15,36604.02,37939.27,114815.44
67618,2038/01/06 10:32:17 PM,40272.21,36604.08,37939.32,114815.62
67619,2038/01/06 10:47:17 PM,40272.28,36604.14,37939.37,114815.80
67620,2038/01/06 11:02:18 PM,40272.35,36604.19,37939.43,114815.97
67621,2038/01/06 11:17:18 PM,40272.41,36604.25,37939.49,114816.14
67622,2038/01/06 11:32:19 PM,40272.48,36604.31,37939.54,114816.33
67623,2038/01/06 11:47:19 PM,40272.54,36604.36,37939.60,114816.50
67624,2038/01/07 12:02:20 AM,40272.61,36604.42,37939.65,114816.69
67625,2038/01/07 12:17:20 AM,40272.67,36604.48,37939.71,114816.86
67626,2038/01/07 12:32:21 AM,40272.74,36604.53,37939.76,114817.03
67627,2038/01/07 12:47:21 AM,40272.80,36604.59,37939.82,114817.20
67628,2038/01/07 01:02:22 AM,40272.87,36604.64,37939.87,114817.39
67629,2038/01/07 01:17:22 AM,40272.93,36604.70,37939.93,114817.56
67630,2038/01/07 01:32:23 AM,40273.00,36604.75,37939.98,114817.73
67631,2038/01/07 01:47:23 AM,40273.07,36604.81,37940.04,114817.91
67632,2038/01/07 02:02:24 AM,40273.13,36604.87,37940.09,114818.09
67633,2038/01/07 02:17:24 AM,40273.20,36604.93,37940.14,114818.27
67634,2038/01/07 02:32:24 AM,40273.26,36604.98,37940.20,114818.44
67635,2038/01/07 02:47:25 AM,40273.33,36605.04,37940.25,114818.62
67636,2038/01/07 03:02:25 AM,40273.39,36605.09,37940.30,114818.79
67637,2038/01/07 03:17:26 AM,40273.46,36605.15,37940.36,114818.97
67638,2038/01/07 03:32:26 AM,40273.52,36605.21,37940.41,114819.15
67639,2038/01/07 03:47:27 AM,40273.59,36605.27,37940.47,114819.33
67640,2038/01/07 04:02:27 AM,40273.65,36605.32,37940.53,114819.50
67641,2038/01/07 04:17:28 AM,40273.71,36605.38,37940.58,114819.67
67642,2038/01/07 04:32:28 AM,40273.78,36605.43,37940.64,114819.84
67643,2038/01/07 04:47:29 AM,40273.84,36605.49,37940.69,114820.02
67644,2038/01/07 05:02:29 AM,40273.91,36605.54,37940.75,114820.20
67645,2038/01/07 05:17:30 AM,40273.97,36605.60,37940.80,114820.37
67646,2038/01/07 05:32:30 AM,40274.04,36605.66,37940.86,114820.55
67647,2038/01/07 05:47:31 AM,40274.10,36605.71,37940.91,114820.73
67648,2038/01/07 06:02:31 AM,40274.16,36605.76,37940.97,114820.89
67649,2038/01/07 06:17:32 AM,40274.23,36605.82,37941.02,114821.07
67650,2038/01/07 06:32:32 AM,40274.29,36605.87,37941.08,114821.25
67651,2038/01/07 06:47:33 AM,40274.36,36605.93,37941.13,114821.41
67652,2038/01/07 07:02:33 AM,40274.42,36605.98,37941.19,114821.59
67653,2038/01/07 07:17:34 AM,40274.48,36606.04,37941.25,114821.77
67654,2038/01/07 07:32:34 AM,40274.54,36606.09,37941.30,114821.94
67655,2038/01/07 07:47:35 AM,40274.61,36606.15,37941.36,114822.11
67656,2038/01/07 08:02:35 AM,40274.67,36606.21,37941.41,114822.28
67657,2038/01/07 08:17:35 AM,40274.73,36606.26,37941.46,114822.47
67658,2038/01/07 08:32:36 AM,40274.80,36606.32,37941.52,114822.62
67659,2038/01/07 08:47:36 AM,40274.86,36606.37,37941.57,114822.80
67660,2038/01/07 09:02:37 AM,40274.92,36606.43,37941.62,114822.98
67661,2038/01/07 09:17:37 AM,40274.98,36606.49,37941.68,114823.15
67662,2038/01/07 09:32:38 AM,40275.05,36606.54,37941.73,114823.33
67663,2038/01/07 09:47:38 AM,40275.11,36606.60,37941.79,114823.50
67664,2038/01/07 10:02:39 AM,40275.17,36606.66,37941.84,114823.67
67665,2038/01/07 10:17:39 AM,40275.23,36606.71,37941.90,114823.85
67666,2038/01/07 10:32:40 AM,40275.29,36606.77,37941.96,114824.02
67667,2038/01/07 10:47:40 AM,40275.36,36606.82,37942.01,114824.19
67668,2038/01/07 11:02:41 AM,40275.42,36606.88,37942.07,114824.36
67669,2038/01/07 11:17:41 AM,40275.48,36606.94,37942.12,114824.55
67670,2038/01/07 11:32:42 AM,40275.54,36606.99,37942.18,114824.70
67671,2038/01/07 11:47:42 AM,40275.61,36607.05,37942.23,114824.89
67672,2038/01/07 12:02:43 PM,40275.67,36607.11,37942.29,114825.06
67673,2038/01/07 12:17:43 PM,40275.73,36607.16,37942.34,114825.23
67674,2038/01/07 12:32:44 PM,40275.79,36607.22,37942.40,114825.41
67675,2038/01/07 12:47:44 PM,40275.86,36607.27,37942.45,114825.58
67676,2038/01/07 01:02:45 PM,40275.92,36607.33,37942.51,114825.76
67677,2038/01/07 01:17:45 PM,40275.98,36607.39,37942.57,114825.94
67678,2038/01/07 01:32:46 PM,40276.04,36607.45,37942.62,114826.11
67679,2038/01/07 01:47:46 PM,40276.11,36607.50,37942.68,114826.28
67680,2038/01/07 02:02:46 PM,40276.17,36607.56,37942.73,114826.45
67681,2038/01/07 02:17:47 PM,40276.23,36607.62,37942.79,114826.62
67682,2038/01/07 02:32:47 PM,40276.29,36607.67,37942.84,114826.80
67683,2038/01/07 02:47:48 PM,40276.35,36607.73,37942.90,114826.98
67684,2038/01/07 03:02:48 PM,40276.41,36607.79,37942.96,114827.16
67685,2038/01/07 03:17:49 PM,40276.47,36607.85,37943.01,114827.33
67686,2038/01/07 03:32:49 PM,40276.53,36607.91,37943.07,114827.50
67687,2038/01/07 03:47:50 PM,40276.59,36607.96,37943.12,114827.69
67688,2038/01/07 04:02:50 PM,40276.66,36608.02,37943.18,114827.86
67689,2038/01/07 04:17:51 PM,40276.72,36608.08,37943.23,114828.03
67690,2038/01/07 04:32:51 PM,40276.78,36608.14,37943.29,114828.20
67691,2038/01/07 04:47:52 PM,40276.84,36608.20,37943.34,114828.38
67692,2038/01/07 05:02:52 PM,40276.91,36608.25,37943.40,114828.55
67693,2038/01/07 05:17:53 PM,40276.97,36608.31,37943.45,114828.73
67694,2038/01/07 05:32:53 PM,40277.03,36608.37,37943.51,114828.91
67695,2038/01/07 05:47:54 PM,40277.09,36608.43,37943.57,114829.09
67696,2038/01/07 06:02:54 PM,40277.16,36608.49,37943.62,114829.27
67697,2038/01/07 06:17:55 PM,40277.22,36608.55,37943.68,114829.44
67698,2038/01/07 06:32:55 PM,40277.28,36608.61,37943.73,114829.62
67699,2038/01/07 06:47:56 PM,40277.34,36608.66,37943.79,114829.79
67700,2038/01/07 07:02:56 PM,40277.40,36608.72,37943.84,114829.97
67701,2038/01/07 07:17:57 PM,40277.46,36608.78,37943.90,114830.14
67702,2038/01/07 07:32:57 PM,40277.53,36608.84,37943.96,114830.31
67703,2038/01/07 07:47:57 PM,40277.59,36608.89,37944.02,114830.50
67704,2038/01/07 08:02:58 PM,40277.65,36608.95,37944.07,114830.68
67705,2038/01/07 08:17:58 PM,40277.71,36609.01,37944.12,114830.85
67706,2038/01/07 08:32:59 PM,40277.78,36609.07,37944.18,114831.03
67707,2038/01/07 08:47:59 PM,40277.84,36609.13,37944.24,114831.20
67708,2038/01/07 09:03:00 PM,40277.90,36609.19,37944.30,114831.39
67709,2038/01/07 09:18:00 PM,40277.96,36609.24,37944.35,114831.55
67710,2038/01/07 09:33:01 PM,40278.03,36609.30,37944.41,114831.73
67711,2038/01/07 09:48:01 PM,40278.09,36609.36,37944.46,114831.92
67712,2038/01/07 10:03:02 PM,40278.15,36609.42,37944.52,114832.09
67713,2038/01/07 10:18:02 PM,40278.21,36609.47,37944.58,114832.27
67714,2038/01/07 10:33:03 PM,40278.28,36609.53,37944.63,114832.45
67715,2038/01/07 10:48:03 PM,40278.34,36609.59,37944.69,114832.62
67716,2038/01/07 11:03:04 PM,40278.40,36609.64,37944.75,114832.80
67717,2038/01/07 11:18:04 PM,40278.46,36609.70,37944.80,114832.98
67718,2038/01/07 11:33:05 PM,40278.53,36609.76,37944.86,114833.15
67719,2038/01/07 11:48:05 PM,40278.59,36609.82,37944.92,114833.33
67720,2038/01/08 12:03:06 AM,40278.65,36609.87,37944.97,114833.50
67721,2038/01/08 12:18:06 AM,40278.72,36609.93,37945.03,114833.68
67722,2038/01/08 12:33:07 AM,40278.78,36609.99,37945.09,114833.85
67723,2038/01/08 12:48:07 AM,40278.84,36610.04,37945.14,114834.03
67724,2038/01/08 01:03:08 AM,40278.91,36610.10,37945.20,114834.20
67725,2038/01/08 01:18:08 AM,40278.96,36610.16,37945.26,114834.38
67726,2038/01/08 01:33:08 AM,40279.03,36610.21,37945.32,114834.55
67727,2038/01/08 01:48:09 AM,40279.09,36610.27,37945.37,114834.73
67728,2038/01/08 02:03:09 AM,40279.15,36610.32,37945.43,114834.91
67729,2038/01/08 02:18:10 AM,40279.21,36610.38,37945.48,114835.08
67730,2038/01/08 02:33:10 AM,40279.28,36610.44,37945.54,114835.26
67731,2038/01/08 02:48:11 AM,40279.34,36610.49,37945.60,114835.42
67732,2038/01/08 03:03:11 AM,40279.40,36610.55,37945.65,114835.61
67733,2038/01/08 03:18:12 AM,40279.46,36610.61,37945.71,114835.78
67734,2038/01/08 03:33:12 AM,40279.53,36610.66,37945.77,114835.95
67735,2038/01/08 03:48:13 AM,40279.59,36610.71,37945.82,114836.13
67736,2038/01/08 04:03:13 AM,40279.66,36610.77,37945.87,114836.30
67737,2038/01/08 04:18:14 AM,40279.72,36610.83,37945.93,114836.48
67738,2038/01/08 04:33:14 AM,40279.78,36610.88,37945.99,114836.66
67739,2038/01/08 04:48:15 AM,40279.84,36610.94,37946.04,114836.83
67740,2038/01/08 05:03:15 AM,40279.91,36610.99,37946.10,114837.00
67741,2038/01/08 05:18:16 AM,40279.97,36611.05,37946.16,114837.17
67742,2038/01/08 05:33:16 AM,40280.03,36611.11,37946.21,114837.35
67743,2038/01/08 05:48:17 AM,40280.09,36611.16,37946.27,114837.52
67744,2038/01/08 06:03:17 AM,40280.16,36611.21,37946.33,114837.70
67745,2038/01/08 06:18:18 AM,40280.22,36611.27,37946.38,114837.87
67746,2038/01/08 06:33:18 AM,40280.28,36611.33,37946.44,114838.05
67747,2038/01/08 06:48:18 AM,40280.34,36611.38,37946.50,114838.22
67748,2038/01/08 07:03:19 AM,40280.41,36611.44,37946.55,114838.39
67749,2038/01/08 07:18:19 AM,40280.47,36611.49,37946.61,114838.56
67750,2038/01/08 07:33:20 AM,40280.53,36611.55,37946.66,114838.74
67751,2038/01/08 07:48:20 AM,40280.59,36611.61,37946.72,114838.92
67752,2038/01/08 08:03:21 AM,40280.66,36611.66,37946.78,114839.09
67753,2038/01/08 08:18:21 AM,40280.71,36611.72,37946.84,114839.27
67754,2038/01/08 08:33:22 AM,40280.77,36611.77,37946.89,114839.44
67755,2038/01/08 08:48:22 AM,40280.84,36611.83,37946.95,114839.62
67756,2038/01/08 09:03:23 AM,40280.89,36611.89,37947.01,114839.79
67757,2038/01/08 09:18:23 AM,40280.95,36611.95,37947.07,114839.97
67758,2038/01/08 09:33:24 AM,40281.02,36612.00,37947.12,114840.14
67759,2038/01/08 09:48:24 AM,40281.08,36612.06,37947.18,114840.32
67760,2038/01/08 10:03:25 AM,40281.14,36612.11,37947.24,114840.48
67761,2038/01/08 10:18:25 AM,40281.20,36612.17,37947.29,114840.67
67762,2038/01/08 10:33:26 AM,40281.27,36612.23,37947.35,114840.84
67763,2038/01/08 10:48:26 AM,40281.32,36612.29,37947.41,114841.02
67764,2038/01/08 11:03:27 AM,40281.39,36612.34,37947.46,114841.20
67765,2038/01/08 11:18:27 AM,40281.45,36612.40,37947.52,114841.36
67766,2038/01/08 11:33:28 AM,40281.51,36612.46,37947.58,114841.55
67767,2038/01/08 11:48:28 AM,40281.57,36612.52,37947.64,114841.73
67768,2038/01/08 12:03:28 PM,40281.63,36612.57,37947.69,114841.89
67769,2038/01/08 12:18:29 PM,40281.70,36612.63,37947.75,114842.08
67770,2038/01/08 12:33:29 PM,40281.76,36612.69,37947.80,114842.26
67771,2038/01/08 12:48:30 PM,40281.82,36612.75,37947.86,114842.44
67772,2038/01/08 01:03:30 PM,40281.88,36612.80,37947.92,114842.61
67773,2038/01/08 01:18:31 PM,40281.95,36612.86,37947.98,114842.79
